"contig","D","JK_D","V_JK_D","Z","pvalue","nABBA","nBABA","nBlocks","H1","H2","H3","H4","p_adjust"
"MA_7433176","-0.401567","-0.401567","0.000541","-17.258106","0.000000","0.774375","1.813635","2","South_RS","Mid_North_RS","BS","NS",0
"MA_744210","-0.086675","-0.086675","0.000010","-27.926026","0.000000","39.796134","47.349435","2","South_RS","Mid_North_RS","BS","NS",0
"MA_74475","0.703147","0.703147","0.028433","4.169967","0.000030","5.048409","0.879923","3","South_RS","Mid_North_RS","BS","NS",0.000284315589353612
"MA_74532","-0.145099","-0.145099","0.000447","-6.861716","0.000000","13.543019","18.140237","2","South_RS","Mid_North_RS","BS","NS",0
"MA_74546","-0.149593","-0.149593","0.000174","-11.348220","0.000000","10.020015","13.545196","3","South_RS","Mid_North_RS","BS","NS",0
"MA_74570","-0.487251","-0.487251","0.002231","-10.316538","0.000000","1.126064","3.266200","2","South_RS","Mid_North_RS","BS","NS",0
"MA_745","0.576037","0.576037","0.016983","4.420223","0.000010","1.307710","0.351781","2","South_RS","Mid_North_RS","BS","NS",0.000102151639344262
"MA_74623","0.405895","0.405895","0.005424","5.511356","0.000000","3.972294","1.678618","3","South_RS","Mid_North_RS","BS","NS",0
"MA_746312","0.193269","0.193269","0.000522","8.457042","0.000000","1.496595","1.011800","2","South_RS","Mid_North_RS","BS","NS",0
"MA_7465182","0.815106","0.815106","0.003399","13.980395","0.000000","3.794626","0.386535","2","South_RS","Mid_North_RS","BS","NS",0
"MA_74687","0.079862","0.079862","0.000150","6.516234","0.000000","4.935968","4.205881","2","South_RS","Mid_North_RS","BS","NS",0
"MA_748721","-0.566920","-0.566920","0.000660","-22.072505","0.000000","0.592948","2.145335","2","South_RS","Mid_North_RS","BS","NS",0
"MA_74971","0.589482","0.589482","0.000001","487.001860","0.000000","9.317800","2.406525","2","South_RS","Mid_North_RS","BS","NS",0
"MA_75023","-0.094797","-0.094797","0.000155","-7.620238","0.000000","25.916057","31.344177","4","South_RS","Mid_North_RS","BS","NS",0
"MA_751178","0.549997","0.549997","0.006504","6.819824","0.000000","0.779023","0.226170","2","South_RS","Mid_North_RS","BS","NS",0
"MA_75247","-0.086460","-0.086460","0.000080","-9.694340","0.000000","10.205020","12.136674","2","South_RS","Mid_North_RS","BS","NS",0
"MA_75445","-0.132907","-0.132907","0.000220","-8.965427","0.000000","7.715363","10.080565","3","South_RS","Mid_North_RS","BS","NS",0
"MA_754653","0.342999","0.342999","0.001969","7.730255","0.000000","6.478347","3.169235","2","South_RS","Mid_North_RS","BS","NS",0
"MA_75626","-0.960871","-0.960871","0.007960","-10.770157","0.000000","0.024140","1.209721","3","South_RS","Mid_North_RS","BS","NS",0
"MA_75734","-0.133950","-0.133950","0.000212","-9.209647","0.000000","1.218314","1.595181","3","South_RS","Mid_North_RS","BS","NS",0
"MA_75839","0.892637","0.892637","0.019672","6.364291","0.000000","0.398067","0.022581","2","South_RS","Mid_North_RS","BS","NS",0
"MA_7591444","1.000000","1.000000","0.000000","Inf","0.000000","0.068465","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_75963","1.000000","1.000000","0.000000","Inf","0.000000","1.971946","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_76060","-0.186834","-0.186834","0.001134","-5.548022","0.000000","9.568432","13.965342","3","South_RS","Mid_North_RS","BS","NS",0
"MA_7614639","0.876046","0.876046","0.037371","4.531655","0.000006","0.283645","0.018741","2","South_RS","Mid_North_RS","BS","NS",6.28361344537815e-05
"MA_76217","-0.186108","-0.186108","0.001231","-5.305362","0.000000","4.433796","6.461502","3","South_RS","Mid_North_RS","BS","NS",0
"MA_76254","0.662161","0.662161","0.001760","15.783994","0.000000","1.465687","0.297905","2","South_RS","Mid_North_RS","BS","NS",0
"MA_76387","0.851756","0.851756","0.027447","5.141204","0.000000","2.611948","0.209102","2","South_RS","Mid_North_RS","BS","NS",0
"MA_76402","0.793005","0.793005","0.029983","4.579681","0.000005","3.553530","0.410241","2","South_RS","Mid_North_RS","BS","NS",5.26584507042254e-05
"MA_76667","-0.226453","-0.226453","0.002788","-4.288552","0.000018","6.573448","10.422150","2","South_RS","Mid_North_RS","BS","NS",0.000176749835850295
"MA_76964","0.494491","0.494491","0.001904","11.333335","0.000000","12.268915","4.149941","5","South_RS","Mid_North_RS","BS","NS",0
"MA_77094","-0.405392","-0.405392","0.000117","-37.496615","0.000000","3.863803","9.132323","4","South_RS","Mid_North_RS","BS","NS",0
"MA_77198","-0.032944","-0.032944","0.000029","-6.100517","0.000000","57.907084","61.852407","6","South_RS","Mid_North_RS","BS","NS",0
"MA_77519","-0.250635","-0.250635","0.000119","-22.932773","0.000000","2.275121","3.797006","2","South_RS","Mid_North_RS","BS","NS",0
"MA_77669","0.659281","0.659281","0.021833","4.461826","0.000008","2.471422","0.507486","3","South_RS","Mid_North_RS","BS","NS",8.26243093922652e-05
"MA_777593","1.000000","1.000000","0.000000","Inf","0.000000","0.349705","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_78051","0.446532","0.446532","0.008595","4.816401","0.000001","12.561622","4.806289","3","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_78212","0.639775","0.639775","0.008666","6.872419","0.000000","5.009470","1.100477","2","South_RS","Mid_North_RS","BS","NS",0
"MA_785219","0.944150","0.944150","0.006200","11.991201","0.000000","1.163711","0.033430","2","South_RS","Mid_North_RS","BS","NS",0
"MA_7862","0.365809","0.365809","0.003894","5.862047","0.000000","16.019094","7.438195","4","South_RS","Mid_North_RS","BS","NS",0
"MA_78702","0.469450","0.469450","0.000149","38.455852","0.000000","7.023397","2.535825","2","South_RS","Mid_North_RS","BS","NS",0
"MA_788228","0.160439","0.160439","0.000637","6.356796","0.000000","3.108309","2.248818","2","South_RS","Mid_North_RS","BS","NS",0
"MA_78902","0.821676","0.821676","0.010364","8.071168","0.000000","1.457901","0.142714","2","South_RS","Mid_North_RS","BS","NS",0
"MA_78920","0.712847","0.712847","0.014617","5.896178","0.000000","12.310548","2.063822","2","South_RS","Mid_North_RS","BS","NS",0
"MA_7893","0.223358","0.223358","0.000397","11.216358","0.000000","15.340553","9.738868","2","South_RS","Mid_North_RS","BS","NS",0
"MA_79296","0.127172","0.127172","0.000036","21.184639","0.000000","2.015282","1.560539","2","South_RS","Mid_North_RS","BS","NS",0
"MA_79411","0.268373","0.268373","0.003830","4.336362","0.000014","8.067767","4.653674","3","South_RS","Mid_North_RS","BS","NS",0.00013995320855615
"MA_79536","-0.815798","-0.815798","0.017835","-6.108721","0.000000","0.559273","5.513127","4","South_RS","Mid_North_RS","BS","NS",0
"MA_79811","0.816411","0.816411","0.001255","23.043022","0.000000","6.488663","0.655825","2","South_RS","Mid_North_RS","BS","NS",0
"MA_7987639","0.289915","0.289915","0.000251","18.302591","0.000000","8.997153","4.952839","2","South_RS","Mid_North_RS","BS","NS",0
"MA_800437","0.231001","0.231001","0.001972","5.201941","0.000000","7.048553","4.403186","2","South_RS","Mid_North_RS","BS","NS",0
"MA_80211","0.181627","0.181627","0.001375","4.897742","0.000001","6.798083","4.708230","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_803140","-0.618127","-0.618127","0.000433","-29.693921","0.000000","0.762393","3.230523","2","South_RS","Mid_North_RS","BS","NS",0
"MA_80520","0.206480","0.206480","0.000487","9.351846","0.000000","13.861495","9.116922","3","South_RS","Mid_North_RS","BS","NS",0
"MA_80845","0.831253","0.831253","0.002712","15.962932","0.000000","10.050650","0.926152","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8090186","0.231495","0.231495","0.000223","15.515962","0.000000","3.075000","1.918931","2","South_RS","Mid_North_RS","BS","NS",0
"MA_80930","0.428409","0.428409","0.001402","11.442767","0.000000","2.305993","0.922765","3","South_RS","Mid_North_RS","BS","NS",0
"MA_80944","0.356652","0.356652","0.003794","5.790445","0.000000","6.753167","3.202468","2","South_RS","Mid_North_RS","BS","NS",0
"MA_81151","-0.293813","-0.293813","0.004229","-4.518038","0.000006","0.253094","0.463696","2","South_RS","Mid_North_RS","BS","NS",6.28361344537815e-05
"MA_8142","0.237594","0.237594","0.002993","4.343131","0.000014","21.732122","13.387839","6","South_RS","Mid_North_RS","BS","NS",0.00013995320855615
"MA_81598","0.475270","0.475270","0.000927","15.608657","0.000000","1.316659","0.468315","2","South_RS","Mid_North_RS","BS","NS",0
"MA_81677","-0.146399","-0.146399","0.000154","-11.779259","0.000000","2.509295","3.370022","2","South_RS","Mid_North_RS","BS","NS",0
"MA_81771","0.252830","0.252830","0.000923","8.322155","0.000000","8.096935","4.828896","3","South_RS","Mid_North_RS","BS","NS",0
"MA_81877","-0.730048","-0.730048","0.023864","-4.725864","0.000002","0.605025","3.877443","3","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_81884","-0.130038","-0.130038","0.000559","-5.501232","0.000000","1.393986","1.810721","2","South_RS","Mid_North_RS","BS","NS",0
"MA_819035","0.195333","0.195333","0.000020","43.821517","0.000000","1.202648","0.809591","2","South_RS","Mid_North_RS","BS","NS",0
"MA_82446","0.304786","0.304786","0.005170","4.239030","0.000022","8.113744","4.323151","3","South_RS","Mid_North_RS","BS","NS",0.00021295145631068
"MA_82462","1.000000","1.000000","0.000000","Inf","0.000000","2.276133","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_82541","-0.845372","-0.845372","0.023346","-5.532810","0.000000","0.126007","1.503801","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8274615","0.484035","0.484035","0.003454","8.235451","0.000000","0.293545","0.102059","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8277171","0.857772","0.857772","0.019724","6.107665","0.000000","0.376876","0.028853","2","South_RS","Mid_North_RS","BS","NS",0
"MA_82826","0.262988","0.262988","0.000021","57.108555","0.000000","1.621379","0.946150","2","South_RS","Mid_North_RS","BS","NS",0
"MA_82878","0.134702","0.134702","0.000312","7.627373","0.000000","6.130367","4.674882","2","South_RS","Mid_North_RS","BS","NS",0
"MA_829131","-0.090797","-0.090797","0.000283","-5.399528","0.000000","1.962556","2.354536","2","South_RS","Mid_North_RS","BS","NS",0
"MA_82954","-0.236869","-0.236869","0.000220","-15.961210","0.000000","12.750286","20.665436","3","South_RS","Mid_North_RS","BS","NS",0
"MA_830154","-0.026000","-0.026000","0.000009","-8.630789","0.000000","1.247742","1.314356","2","South_RS","Mid_North_RS","BS","NS",0
"MA_83086","0.076956","0.076956","0.000004","38.303151","0.000000","8.152966","6.987800","3","South_RS","Mid_North_RS","BS","NS",0
"MA_830993","0.753890","0.753890","0.023150","4.954843","0.000001","0.571578","0.080205","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_83110","0.102041","0.102041","0.000454","4.787255","0.000002","1.285714","1.047619","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_83218","-0.169088","-0.169088","0.000035","-28.386537","0.000000","0.713981","1.004567","2","South_RS","Mid_North_RS","BS","NS",0
"MA_83257","0.238664","0.238664","0.000848","8.193705","0.000000","0.379144","0.233038","2","South_RS","Mid_North_RS","BS","NS",0
"MA_83286","0.430910","0.430910","0.003918","6.884479","0.000000","5.510649","2.191652","3","South_RS","Mid_North_RS","BS","NS",0
"MA_83441","0.662307","0.662307","0.018042","4.930785","0.000001","6.041295","1.227273","3","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_83634","0.520542","0.520542","0.005343","7.121098","0.000000","1.862564","0.587304","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8365429","0.886853","0.886853","0.000934","29.018520","0.000000","1.153454","0.069168","2","South_RS","Mid_North_RS","BS","NS",0
"MA_83720","-0.091537","-0.091537","0.000001","-97.384272","0.000000","9.631833","11.572844","2","South_RS","Mid_North_RS","BS","NS",0
"MA_83739","-0.244184","-0.244184","0.000035","-41.055859","0.000000","0.619797","1.020277","2","South_RS","Mid_North_RS","BS","NS",0
"MA_837813","0.662010","0.662010","0.000127","58.668579","0.000000","0.832523","0.169304","2","South_RS","Mid_North_RS","BS","NS",0
"MA_83793","0.900548","0.900548","0.001884","20.747995","0.000000","2.226311","0.116498","2","South_RS","Mid_North_RS","BS","NS",0
"MA_84002","0.308758","0.308758","0.003172","5.481737","0.000000","13.457993","7.108064","2","South_RS","Mid_North_RS","BS","NS",0
"MA_84130","-0.105367","-0.105367","0.000026","-20.764286","0.000000","8.439725","10.427731","2","South_RS","Mid_North_RS","BS","NS",0
"MA_843069","0.760675","0.760675","0.009038","8.001263","0.000000","0.745292","0.101306","2","South_RS","Mid_North_RS","BS","NS",0
"MA_84396","0.259926","0.259926","0.000660","10.120673","0.000000","2.341482","1.375373","2","South_RS","Mid_North_RS","BS","NS",0
"MA_84461","0.158963","0.158963","0.000276","9.572885","0.000000","10.612192","7.701067","3","South_RS","Mid_North_RS","BS","NS",0
"MA_8477310","0.971594","0.971594","0.003401","16.660721","0.000000","0.605998","0.008731","2","South_RS","Mid_North_RS","BS","NS",0
"MA_84804","0.630461","0.630461","0.010271","6.220803","0.000000","1.775847","0.402490","2","South_RS","Mid_North_RS","BS","NS",0
"MA_84935","0.268965","0.268965","0.002856","5.033065","0.000000","3.719270","2.142626","2","South_RS","Mid_North_RS","BS","NS",0
"MA_84976","-0.261344","-0.261344","0.001057","-8.040399","0.000000","6.260773","10.691025","2","South_RS","Mid_North_RS","BS","NS",0
"MA_852509","-0.259063","-0.259063","0.000445","-12.279324","0.000000","1.590643","2.702955","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8528837","0.865698","0.865698","0.007923","9.725910","0.000000","1.159718","0.083482","2","South_RS","Mid_North_RS","BS","NS",0
"MA_855309","0.526908","0.526908","0.000045","78.171301","0.000000","2.649203","0.820819","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8567568","0.263906","0.263906","0.003754","4.307474","0.000017","2.989127","1.740856","2","South_RS","Mid_North_RS","BS","NS",0.000167811881188119
"MA_8593478","0.815969","0.815969","0.030380","4.681470","0.000003","4.354890","0.441326","2","South_RS","Mid_North_RS","BS","NS",3.24873280231716e-05
"MA_86121","-0.070298","-0.070298","0.000026","-13.677455","0.000000","2.865817","3.299205","2","South_RS","Mid_North_RS","BS","NS",0
"MA_86122","0.618082","0.618082","0.002038","13.689971","0.000000","1.189955","0.280867","2","South_RS","Mid_North_RS","BS","NS",0
"MA_86155","-0.206124","-0.206124","0.001479","-5.359067","0.000000","2.791378","4.240898","2","South_RS","Mid_North_RS","BS","NS",0
"MA_86196","-0.475517","-0.475517","0.002065","-10.463684","0.000000","5.103963","14.358870","3","South_RS","Mid_North_RS","BS","NS",0
"MA_8625732","-0.041181","-0.041181","0.000012","-12.139124","0.000000","5.165500","5.609209","2","South_RS","Mid_North_RS","BS","NS",0
"MA_867577","-0.906305","-0.906305","0.006001","-11.698999","0.000000","0.032668","0.664658","2","South_RS","Mid_North_RS","BS","NS",0
"MA_867875","0.332153","0.332153","0.000784","11.866080","0.000000","1.093153","0.548029","2","South_RS","Mid_North_RS","BS","NS",0
"MA_86828","0.142235","0.142235","0.000021","30.755962","0.000000","4.167279","3.129433","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8690274","-0.542616","-0.542616","0.000830","-18.837229","0.000000","0.737133","2.486121","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8692330","-0.198017","-0.198017","0.000042","-30.617797","0.000000","8.716065","13.020223","2","South_RS","Mid_North_RS","BS","NS",0
"MA_869258","0.919294","0.919294","0.021698","6.240899","0.000000","2.495454","0.104934","2","South_RS","Mid_North_RS","BS","NS",0
"MA_87131","0.100462","0.100462","0.000016","24.998391","0.000000","7.171293","5.861949","2","South_RS","Mid_North_RS","BS","NS",0
"MA_872442","1.000000","1.000000","0.000000","Inf","0.000000","0.516563","0.000000","2","South_RS","Mid_North_RS","BS","NS",0
"MA_87253","-0.174459","-0.174459","0.000580","-7.243420","0.000000","5.758783","8.192755","4","South_RS","Mid_North_RS","BS","NS",0
"MA_87276","0.293229","0.293229","0.003533","4.933599","0.000001","26.700234","14.592112","3","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_873130","-0.481861","-0.481861","0.010204","-4.770215","0.000002","0.205083","0.586531","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_873406","0.537010","0.537010","0.004280","8.208467","0.000000","5.838154","1.758616","2","South_RS","Mid_North_RS","BS","NS",0
"MA_87409","0.632900","0.632900","0.001679","15.443995","0.000000","0.465058","0.104552","2","South_RS","Mid_North_RS","BS","NS",0
"MA_874923","-0.352554","-0.352554","0.003342","-6.098676","0.000000","1.821097","3.804385","2","South_RS","Mid_North_RS","BS","NS",0
"MA_87577","0.518323","0.518323","0.010050","5.170245","0.000000","15.746813","4.995556","4","South_RS","Mid_North_RS","BS","NS",0
"MA_87580","0.222432","0.222432","0.000783","7.949726","0.000000","15.411318","9.802875","3","South_RS","Mid_North_RS","BS","NS",0
"MA_876771","-0.395347","-0.395347","0.003377","-6.803135","0.000000","2.202983","5.083782","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8772058","0.431524","0.431524","0.007475","4.991088","0.000001","3.113862","1.236552","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_87731","0.833877","0.833877","0.015512","6.695334","0.000000","4.096460","0.371081","5","South_RS","Mid_North_RS","BS","NS",0
"MA_877484","0.687567","0.687567","0.002819","12.949818","0.000000","1.343464","0.248726","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8775","0.463424","0.463424","0.011433","4.334181","0.000015","12.882798","4.723576","2","South_RS","Mid_North_RS","BS","NS",0.000148756631299735
"MA_87792","0.042473","0.042473","0.000032","7.534750","0.000000","9.075880","8.336333","2","South_RS","Mid_North_RS","BS","NS",0
"MA_878175","-0.132778","-0.132778","0.000096","-13.567969","0.000000","3.361432","4.390749","2","South_RS","Mid_North_RS","BS","NS",0
"MA_87856","-0.438830","-0.438830","0.008036","-4.895324","0.000001","0.842249","2.159509","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_8786484","0.249210","0.249210","0.000268","15.226676","0.000000","3.004249","1.805588","2","South_RS","Mid_North_RS","BS","NS",0
"MA_87895","-0.385212","-0.385212","0.007923","-4.327585","0.000015","0.903060","2.034733","2","South_RS","Mid_North_RS","BS","NS",0.000148756631299735
"MA_8795886","0.386281","0.386281","0.002493","7.737235","0.000000","1.402939","0.621093","2","South_RS","Mid_North_RS","BS","NS",0
"MA_88038","0.570187","0.570187","0.012588","5.082016","0.000000","9.459014","2.589254","3","South_RS","Mid_North_RS","BS","NS",0
"MA_8809997","0.474777","0.474777","0.012787","4.198613","0.000027","1.280988","0.456208","2","South_RS","Mid_North_RS","BS","NS",0.000257515943877551
"MA_88247","-0.354152","-0.354152","0.000206","-24.700665","0.000000","4.881999","10.236106","2","South_RS","Mid_North_RS","BS","NS",0
"MA_884104","-0.513945","-0.513945","0.015321","-4.152174","0.000033","2.827652","8.807449","2","South_RS","Mid_North_RS","BS","NS",0.000310191703331238
"MA_8841793","-0.405354","-0.405354","0.000884","-13.636501","0.000000","2.777697","6.564652","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8842289","-0.199798","-0.199798","0.001238","-5.679415","0.000000","0.950837","1.425655","2","South_RS","Mid_North_RS","BS","NS",0
"MA_88492","-0.219402","-0.219402","0.000005","-98.478248","0.000000","3.011786","4.704828","2","South_RS","Mid_North_RS","BS","NS",0
"MA_885953","0.701707","0.701707","0.008369","7.670263","0.000000","0.833638","0.146129","2","South_RS","Mid_North_RS","BS","NS",0
"MA_88625","0.465304","0.465304","0.001862","10.783106","0.000000","1.128839","0.411918","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8889264","0.178307","0.178307","0.001050","5.501951","0.000000","9.493096","6.620021","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8898899","0.593258","0.593258","0.000971","19.036747","0.000000","3.255867","0.831189","2","South_RS","Mid_North_RS","BS","NS",0
"MA_890339","-0.861841","-0.861841","0.022166","-5.788683","0.000000","0.073654","0.992567","2","South_RS","Mid_North_RS","BS","NS",0
"MA_890513","0.308938","0.308938","0.000153","24.997727","0.000000","7.691162","4.060597","2","South_RS","Mid_North_RS","BS","NS",0
"MA_89066","0.664683","0.664683","0.010085","6.618612","0.000000","7.269444","1.464286","3","South_RS","Mid_North_RS","BS","NS",0
"MA_891421","-0.371221","-0.371221","0.005854","-4.851905","0.000001","1.711356","3.732070","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_891633","0.163333","0.163333","0.000471","7.524274","0.000000","6.664396","4.793021","2","South_RS","Mid_North_RS","BS","NS",0
"MA_892096","-1.000000","-1.000000","0.000000","-Inf","0.000000","0.000000","0.756796","2","South_RS","Mid_North_RS","BS","NS",0
"MA_89226","0.504731","0.504731","0.011269","4.754620","0.000002","1.605658","0.528488","2","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_8926002","0.959260","0.959260","0.000620","38.516803","0.000000","1.385849","0.028817","2","South_RS","Mid_North_RS","BS","NS",0
"MA_89380","0.642401","0.642401","0.000053","88.031028","0.000000","6.338818","1.380145","2","South_RS","Mid_North_RS","BS","NS",0
"MA_89624","0.486862","0.486862","0.010125","4.838533","0.000001","1.613573","0.556868","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_8967811","0.029876","0.029876","0.000021","6.493396","0.000000","4.616222","4.348394","2","South_RS","Mid_North_RS","BS","NS",0
"MA_897430","0.295672","0.295672","0.002213","6.285246","0.000000","12.896701","7.010658","2","South_RS","Mid_North_RS","BS","NS",0
"MA_8977","-0.607314","-0.607314","0.012281","-5.480283","0.000000","3.204062","13.114619","4","South_RS","Mid_North_RS","BS","NS",0
"MA_89793","-0.363420","-0.363420","0.002450","-7.341868","0.000000","1.260290","2.699273","2","South_RS","Mid_North_RS","BS","NS",0
"MA_89806","0.668847","0.668847","0.023194","4.391795","0.000011","10.300427","2.043933","3","South_RS","Mid_North_RS","BS","NS",0.000111680244399185
"MA_898710","0.572086","0.572086","0.004430","8.595425","0.000000","1.285549","0.349920","2","South_RS","Mid_North_RS","BS","NS",0
"MA_898819","0.399379","0.399379","0.006483","4.960210","0.000001","5.171319","2.219558","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_89926","0.125189","0.125189","0.000654","4.895447","0.000001","34.157547","26.556761","4","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_8997410","0.812458","0.812458","0.026932","4.950699","0.000001","7.921220","0.819639","2","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_89979","0.213176","0.213176","0.002513","4.252227","0.000021","13.767893","8.929379","3","South_RS","Mid_North_RS","BS","NS",0.000203931818181818
"MA_8999561","-0.739451","-0.739451","0.000235","-48.258163","0.000000","1.014469","6.772702","2","South_RS","Mid_North_RS","BS","NS",0
"MA_89","0.190294","0.190294","0.001205","5.482087","0.000000","19.103535","12.995304","3","South_RS","Mid_North_RS","BS","NS",0
"MA_9020289","0.487453","0.487453","0.003573","8.154327","0.000000","0.445461","0.153497","2","South_RS","Mid_North_RS","BS","NS",0
"MA_90223","-0.127541","-0.127541","0.000095","-13.100615","0.000000","24.889573","32.166570","3","South_RS","Mid_North_RS","BS","NS",0
"MA_9026251","0.459382","0.459382","0.004589","6.781389","0.000000","0.776201","0.287538","2","South_RS","Mid_North_RS","BS","NS",0
"MA_90279","0.129532","0.129532","0.000497","5.810494","0.000000","1.385473","1.067707","2","South_RS","Mid_North_RS","BS","NS",0
"MA_9030577","-0.381661","-0.381661","0.000053","-52.488199","0.000000","5.275438","11.787812","2","South_RS","Mid_North_RS","BS","NS",0
"MA_90322","0.529237","0.529237","0.002875","9.870419","0.000000","14.171677","4.362635","2","South_RS","Mid_North_RS","BS","NS",0
"MA_903555","0.270505","0.270505","0.000616","10.897801","0.000000","2.766950","1.588721","2","South_RS","Mid_North_RS","BS","NS",0
"MA_904076","0.548836","0.548836","0.001622","13.628773","0.000000","1.348669","0.392857","2","South_RS","Mid_North_RS","BS","NS",0
"MA_904218","0.847251","0.847251","0.002864","15.831942","0.000000","2.265889","0.187366","2","South_RS","Mid_North_RS","BS","NS",0
"MA_90422","0.857204","0.857204","0.029718","4.972469","0.000001","3.121799","0.240027","3","South_RS","Mid_North_RS","BS","NS",1.13124054462935e-05
"MA_905451","0.271997","0.271997","0.000003","159.213052","0.000000","5.180302","2.964845","2","South_RS","Mid_North_RS","BS","NS",0
"MA_905779","0.649502","0.649502","0.007566","7.466911","0.000000","2.000873","0.425160","2","South_RS","Mid_North_RS","BS","NS",0
"MA_9060234","-0.484667","-0.484667","0.012879","-4.270798","0.000019","0.085275","0.245676","2","South_RS","Mid_North_RS","BS","NS",0.000185837148463048
"MA_9068475","0.510918","0.510918","0.012346","4.598190","0.000004","6.254849","2.024685","2","South_RS","Mid_North_RS","BS","NS",4.25159914712154e-05
"MA_9070457","0.612907","0.612907","0.005821","8.033549","0.000000","0.807967","0.193910","2","South_RS","Mid_North_RS","BS","NS",0
"MA_908240","-0.036402","-0.036402","0.000067","-4.447778","0.000009","11.379453","12.239214","2","South_RS","Mid_North_RS","BS","NS",9.25051546391753e-05
"MA_9087020","0.941727","0.941727","0.051210","4.161484","0.000032","8.281936","0.248549","2","South_RS","Mid_North_RS","BS","NS",0.000301360201511335
"MA_9099715","0.821865","0.821865","0.007744","9.339198","0.000000","1.272645","0.124434","2","South_RS","Mid_North_RS","BS","NS",0
"MA_9104979","0.861302","0.861302","0.000645","33.911881","0.000000","3.457010","0.257604","2","South_RS","Mid_North_RS","BS","NS",0
"MA_9115341","0.824264","0.824264","0.032476","4.573909","0.000005","0.444885","0.042857","2","South_RS","Mid_North_RS","BS","NS",5.26584507042254e-05
"MA_913563","0.909353","0.909353","0.000481","41.452618","0.000000","1.357002","0.064424","2","South_RS","Mid_North_RS","BS","NS",0
"MA_91617","0.200639","0.200639","0.000633","7.974149","0.000000","2.143081","1.426819","2","South_RS","Mid_North_RS","BS","NS",0
"MA_9162735","0.582622","0.582622","0.000726","21.625971","0.000000","2.146720","0.566145","2","South_RS","Mid_North_RS","BS","NS",0
"MA_91651","0.493635","0.493635","0.010592","4.796313","0.000002","4.881284","1.654830","3","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_918291","-0.324126","-0.324126","0.000518","-14.241112","0.000000","1.051021","2.059090","2","South_RS","Mid_North_RS","BS","NS",0
"MA_9191413","0.845428","0.845428","0.000223","56.592261","0.000000","2.844350","0.238241","2","South_RS","Mid_North_RS","BS","NS",0
"MA_92080","-0.251153","-0.251153","0.000531","-10.902220","0.000000","10.535683","17.602716","2","South_RS","Mid_North_RS","BS","NS",0
"MA_921184","0.541427","0.541427","0.002691","10.437315","0.000000","2.525916","0.751458","2","South_RS","Mid_North_RS","BS","NS",0
"MA_92137","-1.000000","-1.000000","0.000000","-Inf","0.000000","0.000000","1.121661","2","South_RS","Mid_North_RS","BS","NS",0
"MA_92305","0.152878","0.152878","0.001048","4.722209","0.000002","15.331070","11.265110","4","South_RS","Mid_North_RS","BS","NS",2.19603524229075e-05
"MA_92400","-0.332476","-0.332476","0.002339","-6.874560","0.000000","5.090323","10.161034","2","South_RS","Mid_North_RS","BS","NS",0
"MA_92473","0.120022","0.120022","0.000334","6.562540","0.000000","0.613497","0.482012","2","South_RS","Mid_North_RS","BS","NS",0
"MA_92610","-0.243310","-0.243310","0.001110","-7.302439","0.000000","1.808763","2.971963","2","South_RS","Mid_North_RS","BS","NS",0
"MA_926785","0.599888","0.599888","0.005806","7.872848","0.000000","5.277319","1.319790","2","South_RS","Mid_North_RS","BS","NS",0
